score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
5,It helps to develop the language (with the people) I advise you ✌🏻 🙂,it help to develop the language with the people i advise you ✌ 🙂,positive,2,1
4,"nice app, easy to practice ...","nice app, easy to practice.",positive,2,1
5,just awesome ❤️ ❤️,just awesome ❤ ❤,positive,2,1
1,It can't be use without money.Not Like it.It is not Free..,it cannot be use without money. not like it. it be not free.,negative,0,0
5,"I hope the subscription price can be lower, so that more people can afford it.","i hope the subscription price can be lower, so that more people can afford it.",neutral,1,1
5,let's learn!!!,let u learn!,neutral,1,1
3,My guest suggestions are failing again and again 😐,my guest suggestion be fail again and again 😐,negative,0,0
5,"Awesome. The app is great! It would be nice to have lessons to practice the schwa sounds (I'm just starting, I'm not sure if the app already has this).","awesome. the app be great! it would be nice to have lesson to practice the schwa sound i be just starting, i be not sure if the app already have this .",positive,2,1
1,I don't study so I don't know,i do not study so i do not know,negative,0,0
5,Good. 😍,good. 😍,positive,2,1
5,It has helped me alot in reducing my indian accent thank you elsa team,it have help me alot in reduce my indian accent thank you elsa team,positive,2,1
5,fun to use.,fun to use.,positive,2,1
5,that's a great app for English learner biginer 😘 🥰 🥰,that be a great app for english learner biginer 😘 🥰 🥰,positive,2,1
5,The only comprehensive speaking course,the only comprehensive speaking course,neutral,1,1
5,Application for use,application for use,neutral,1,1
5,it is nice app but if you want to learn more you need have some money,it be nice app but if you want to learn more you need have some money,neutral,1,1
5,You are raised,you be raise,neutral,1,1
3,not very useful for advanced English learner,not very useful for advanced english learner,negative,0,0
1,"prior to downloading they didn't tell that its not free after downloading it, 7 days trial started","prior to download they do not tell that it be not free after download it, 7 day trial start",neutral,1,1
5,so good apps,so good apps,positive,2,1
5,stunning app for learning english,stun app for learn english,neutral,1,1
5,rly helpful,rly helpful,positive,2,1
1,"it is not free,it is expencive, you are alway correct and they mark it as wrong","it be not free, it be expencive, you be alway correct and they mark it as wrong",negative,0,0
5,so nice and very exiting I enjoyed so much thanks elsa,so nice and very exit i enjoy so much thanks elsa,positive,2,1
5,l like Elsa,l like elsa,neutral,1,1
5,"Who asked the boss to advertise. So download it, like it","who ask the bos to advertise. so download it, like it",neutral,1,1
5,Very good. I realy love it 😀 😍 🥰 🤩,very good. i realy love it 😀 😍 🥰 🤩,positive,2,1
4,it is a really good app,it be a really good app,positive,2,1
5,It's good to keep us busy,it be good to keep u busy,neutral,1,1
2,I love ❤️ this English app so much,i love ❤ this english app so much,positive,2,1
4,Ruhaib application,ruhaib application,neutral,1,1
1,Reading so many times is still wrong,read so many time be still wrong,negative,0,0
5,Must try,must try,neutral,1,1
1,Dumb app,dumb app,negative,0,0
1,Don't correctly recognized pronounced sounds,do not correctly recognize pronounced sound,negative,0,0
5,it's a great English learning app,it be a great english learning app,positive,2,1
4,Nice app it really good for English learning,nice app it really good for english learning,positive,2,1
4,"The phonetic part at the beginning is different, when clicking listening to the test, it is different, very uncomfortable.","the phonetic part at the beginning be different, when click listen to the test, it be different, very uncomfortable.",negative,0,0
5,OLK Good Luck,olk good luck,positive,2,1
1,K has a 3 -month DKi package offer to cancel me. I sent me to cancel the DKI mail and attached it because I dki via FB. Desiring to cancel huhu,k have a 3 -month dki package offer to cancel me. i send me to cancel the dki mail and attach it because i dki via fb. desire to cancel huhu,negative,0,0
2,Just the first level is free.. that's not fair..at least if you want us to use it and gain money you can use ads ..make the elits and other blocked as you want but not all main levels 💔 I don't have any enough money for it I'm just a kid 😢,just the first level be free. that be not fair. at least if you want u to use it and gain money you can use ads. make the elits and other block as you want but not all main level 💔 i do not have any enough money for it i be just a kid 😢,negative,0,0
3,Why did they read it in part?,why do they read it in part?,neutral,1,1
5,It's changed my job and helped me to get a great promotion quicky.,it be change my job and help me to get a great promotion quicky.,positive,2,1
2,I installed time to learn but it kept try again,i instal time to learn but it keep try again,negative,0,0
5,This is the application that lets us know more languages,this be the application that let u u know more language,neutral,1,1
5,I prefer to learn ELSA app,i prefer to learn elsa app,neutral,1,1
5,"The percentage of the pronunciation Checker is not accurate because I have been trying it with some friends of mine who are native speakers and it doesn't give them a hundred percent, they get 84% 93% 90% 89% etc. Can you please fix it the way you used to be.","the percentage of the pronunciation checker be not accurate because i have be try it with some friend of mine who be native speaker and it do not give them a hundred percent, they get 84% 93% 90% 89% etc. can you please fix it the way you use to be.",negative,0,0
2,Many ads should not insert ads,many ad should not insert ad,negative,0,0
1,There are 5 times --,there be 5 time -,neutral,1,1
5,very satisfied,very satisfied,positive,2,1
5,great app to boost speaking skills,great app to boost speaking skill,positive,2,1
5,It's really cool to swear,it be really cool to swear,positive,2,1
5,"I have no money to follow the app's learning schedule, but after 7 days of experience, Mik finds the app very practical and has many benefits! If you want to try to learn English well, MIK thinks you should download the app right away!","i have no money to follow the apps learn schedule, but after 7 day of experience, mik find the app very practical and have many benefits! if you want to try to learn english well, mik think you should download the app right away!",positive,2,1
5,"Simple , clear need practice","simple, clear need practice",neutral,1,1
5,Best way to learn english ❤️,best way to learn english ❤,positive,2,1
5,This apk helps me study,this apk help me study,neutral,1,1
5,Helps me to understand,help me to understand,neutral,1,1
5,my biggest wish is learn English and with Elsa i can do it and it's nice app,my big wish be learn english and with elsa i can do it and it be nice app,positive,2,1
5,Word to word pronunciation is really helpful. Only modification I suggest is to change app colour. Otherwise it's the best we can have,word to word pronunciation be really helpful. only modification i suggest be to change app colour. otherwise it be the best we can have,positive,2,1
5,good morning,good morning,positive,2,1
5,"It's my first time, but i fall in love already. i think it would be the greatest english learning app I've ever know in my whole life","it be my first time, but i fall in love already. i think it would be the great english learning app i have ever know in my whole life",positive,2,1
5,"Everyone, recently each machine is another version? My family 3 different configuration machines 😂","everyone, recently each machine be another version? my family 3 different configuration machine 😂",neutral,1,1
1,the app is slow... sayin that cant hear my voice... and take a long time to reply after I talk,the app be slow. sayin that cannot hear my voice. and take a long time to reply after i talk,negative,0,0
5,This is a excellent app to learn English!,this be a excellent app to learn english!,positive,2,1
5,it's very good 👍 👍 👍,it be very good 👍 👍 👍,positive,2,1
2,really,really,neutral,1,1
5,good but must load some important,good but must load some important,neutral,1,1
5,I enjoy ELSA Speak so far now. l love it.,i enjoy elsa speak so far now. l love it.,positive,2,1
5,it work really good,it work really good,positive,2,1
4,i think if you use this app you will up your skill a little,i think if you use this app you will up your skill a little,neutral,1,1
1,Poor service.,poor service.,negative,0,0
2,Fake dogs.,fake dogs.,negative,0,0
5,Best for speak,best for speak,neutral,1,1
5,"really awesome app, it's can point your mistakes then tell you what mistakes are you making in speaking awesome really enjoyable 😊","really awesome app, it be can point your mistake then tell you what mistake be you make in speak awesome really enjoyable 😊",positive,2,1
5,App why not translate into Vietnamese,app why not translate into vietnamese,negative,0,0
1,"The new interface is extremely bad, the roadmap is being erased, learning how to pronounce now change the path of the topic, and are learning to erase the old roadmap of ngta.","the new interface be extremely bad, the roadmap be be erased, learn how to pronounce now change the path of the topic, and be learn to erase the old roadmap of ngta.",negative,0,0
5,"So far so good, thanks to this app I'm reducing my accent","so far so good, thanks to this app i be reduce my accent",positive,2,1
5,"Ok, the app is a bit heavy","ok, the app be a bit heavy",neutral,1,1
1,i'm not able to open it,i be not able to open it,negative,0,0
1,The application distorts the reader's voice as an incorrect percentage although the standard pronunciation is as NPC said. Application like C. Disappointed about Elsa.,the application distort the reader voice as an incorrect percentage although the standard pronunciation be as npc said. application like c. disappoint about elsa.,negative,0,0
1,You are like patties,you be like patty,neutral,1,1
4,I just learned but seems interesting,i just learn but seem interesting,neutral,1,1
1,"Using AI to correct pronunciation is a nice idea, but it does not work. Half the time ELSA says I sound like a native English speaker, even when I am speaking in Portuguese. What never fails is them continuously asking me to subscribe for a full year...","use ai to correct pronunciation be a nice idea, but it do not work. half the time elsa say i sound like a native english speaker, even when i be speak in portuguese. what never fail be them continuously ask me to subscribe for a full year.",negative,0,0
5,Special Thank,special thank,neutral,1,1
1,I'm so mad Elsa I've already pay a year suscription but my pro plan is not active yet and the payment was already charged in my credit card.,i be so mad elsa i have already pay a year suscription but my pro plan be not active yet and the payment be already charge in my credit card.,negative,0,0
4,Just like a teacher for me.,just like a teacher for me.,neutral,1,1
5,I really like this app.It gives me knowledge and makes me know how to pronounce English words.,i really like this app. it give me knowledge and make me know how to pronounce english words.,positive,2,1
1,It s not work on my cell phone.,it s not work on my cell phone.,negative,0,0
5,Study very comfortably 😗 😗 😗,study very comfortably 😗 😗 😗,positive,2,1
5,"Great app. I think, it will improve my speaking.","great app. i think, it will improve my speaking.",positive,2,1
1,"After buying VIP, my app was badly loaded for a long time.","after buy vip, my app be badly load for a long time.",negative,0,0
5,Great APP to improve your English.,great app to improve your english.,positive,2,1
4,"It's a really app. But in some practices, it only focuses on one certain part of a word, and it ignores it even if you say the rest completely wrong. Also, There seems to be a problem of ""chamomile"" if you check it in the dictionary section...I hope it gets fixed","it be a really app. but in some practices, it only focus on one certain part of a word, and it ignore it even if you say the rest completely wrong. also, there seem to be a problem of ""chamomile"" if you check it in the dictionary section. i hope it get fix",negative,0,0
5,very good and helpful app,very good and helpful app,positive,2,1
1,I am right but they call wrong,i be right but they call wrong,neutral,1,1
5,I love it. Thank you,i love it. thank you,positive,2,1
3,Want to waste,want to waste,neutral,1,1
2,I want free applications for conversation with an?,i want free application for conversation with an?,neutral,1,1
5,very good and recommended,very good and recommend,positive,2,1
4,its a good program.,it be a good program.,positive,2,1
5,l think it good 💯,l think it good 💯,positive,2,1
5,"Please improve more conversations practice like an advanced skill..and add more content, please update regularly..and i would recommend to my friends..too :)","please improve more conversation practice like an advanced skill. and add more content, please update regularly. and i would recommend to my friends. too",positive,2,1
1,"Just tried it but automatically deducted the 3 -month fee without consulting the user, but the e -wallet all the money","just try it but automatically deduct the 3 -month fee without consult the user, but the e -wallet all the money",neutral,1,1
2,The headset is also the machine. MH personally feels very lost when studying this app. Although MH used only to learn pronunciation. Sometimes it is true but still wrong. The machine is not heard. Say surfing like the native of the device is the more listening.,the headset be also the machine. mh personally feels very lost when study this app. although mh use only to learn pronunciation. sometimes it be true but still wrong. the machine be not heard. say surf like the native of the device be the more listening.,negative,0,0
2,"In conversation leason, when got the all tasks, the conversation didn't done and always repeat again and again with same question. After that, the app force close and not respon (Elsa isn't Responding).","in conversation leason, when get the all tasks, the conversation do not do and always repeat again and again with same question. after that, the app force close and not respon elsa be not respond .",negative,0,0
5,awesome app 🤩,awesome app 🤩,positive,2,1
5,Best Practices App,best practice app,positive,2,1
1,Who assesses the wrong pronunciation. The money is expensive to lose all the free apps,who assess the wrong pronunciation. the money be expensive to lose all the free apps,negative,0,0
5,nice pronounced to speak well in english style,nice pronounce to speak well in english style,positive,2,1
3,It's a good app but it too expensive for me,it be a good app but it too expensive for me,negative,0,0
5,The Elsa Speak app helps me to learn English for 3 months saying that like a foreigner,the elsa speak app help me to learn english for 3 month say that like a foreigner,neutral,1,1
3,The app is glitchy! Too glitchy!,the app be glitchy! too glitchy!,negative,0,0
1,Doulingo app isuch better than this one because at least it is free to use 👎 👎 👎 👎,doulingo app isuch good than this one because at least it be free to use 👎 👎 👎 👎,positive,2,1
4,Very good tool to practice english.,very good tool to practice english.,positive,2,1
5,I hope MK will pronounce better in the future: 3 and I also like Tung's voice will help me to be more motivated: 3 Thank you 🥰 try to go up,i hope mk will pronounce well in the future 3 and i also like tung voice will help me to be more motivated 3 thank you 🥰 try to go up,positive,2,1
5,Great app. Definitely recommending it.,great app. definitely recommend it.,positive,2,1
5,is a good application,be a good application,positive,2,1
3,"Unfortunately the ""video call"" lessons never work here. I don't know what happens.. it just doesn't run.. :(","unfortunately the ""video call"" lesson never work here. i do not know what happens. it just do not run.",negative,0,0
5,my practice became easy with the App. When you don't have someone to judge your pronunciation,my practice become easy with the app. when you do not have someone to judge your pronunciation,neutral,1,1
1,You don't add search option in study sets if I write something how I found it again? And If I want to add book you don't give an option,you do not add search option in study set if i write something how i find it again? and if i want to add book you do not give an option,negative,0,0
5,wind,wind,neutral,1,1
2,Lag application very much,lag application very much,neutral,1,1
1,These scammers just want money.,these scammer just want money.,negative,0,0
5,A very beautiful and wonderful program that helps you to pronounce the words correctly and reduces your dialect,a very beautiful and wonderful program that help you to pronounce the word correctly and reduce your dialect,positive,2,1
1,It's paid app so I don't like it,it be pay app so i do not like it,negative,0,0
5,Great apps to practice your pronunciation.,great apps to practice your pronunciation.,positive,2,1
5,exciting and very good for beginners,excite and very good for beginner,positive,2,1
5,it is really good app but some students can't pay money for using 🥺 😴,it be really good app but some student cannot pay money for use 🥺 😴,negative,0,0
3,"it is mot free , you nly practice 5 lessons per day free","it be mot free, you nly practice 5 lesson per day free",neutral,1,1
3,"It is a bit strange on Google translated, translated out but 21% is indigenous","it be a bit strange on google translated, translate out but 21% be indigenous",neutral,1,1
5,It is really good app.,it be really good app.,positive,2,1
1,"I try to join ur teligram group multiple times , the rayan moderator very rude, unhelpful, he talk only with girls and allow girls he doesn't give practice english in group, please remove him from moderator I invite my some friends they fall same problem, ,,,the rayan ask so many personal questions and speak awful, terrible, we feel afraid, and risk our teligram id, rayan use multiple fake id as well as. ...Please remove rayan( moderator) and his all fake from ur teligram group..... Thank you","i try to join ur teligram group multiple times, the rayan moderator very rude, unhelpful, he talk only with girl and allow girl he do not give practice english in group, please remove him from moderator i invite my some friend they fall same problem, , the rayan ask so many personal question and speak awful, terrible, we feel afraid, and risk our teligram id, rayan use multiple fake id as well as. . please remove rayan moderator and his all fake from ur teligram group. thank you",negative,0,0
5,Acc helps improve his English proficiency,acc help improve his english proficiency,neutral,1,1
1,I want Dogri Language of Jammu in it.... 😔,i want dogri language of jammu in it. 😔,negative,0,0
1,It doesn't let me get through the second level even though I finished the level several times in past couple of weeks. Not worth downloading.,it do not let me get through the second level even though i finish the level several time in past couple of weeks. not worth downloading.,negative,0,0
1,"So, I can't even use it because it asked me what language I speak and I selected urdu but now all the options and questions are in foreign language and I don't know a single letter, let alone comprehending whole sentences.","so, i cannot even use it because it ask me what language i speak and i select urdu but now all the option and question be in foreign language and i do not know a single letter, let alone comprehend whole sentences.",negative,0,0
5,I love it very well,i love it very well,positive,2,1
5,With elsa you learn carefully,with elsa you learn carefully,neutral,1,1
5,Great! But Android version doesn't give speaking tips like iPhone version.,great! but android version do not give speak tip like iphone version.,neutral,1,1
5,cost is very high for low budget people,cost be very high for low budget people,negative,0,0
5,"Problem with when recording the audio, there is always a background noise (even if I am in a quiet place) and it does not recognize my voice or the audio is very low when I listen to what I record.","problem with when record the audio, there be always a background noise even if i be in a quiet place and it do not recognize my voice or the audio be very low when i listen to what i record.",negative,0,0
1,"Now, This app is on right path. Because Not , this is not Learning app , this is money hungry , 💰 Earning app . 🤬 They can shell each one set of practice, or role plaing alone , but they want to looting us in Gross 🤮.","now, this app be on right path. because not, this be not learn app, this be money hungry, 💰 earn app. 🤬 they can she will each one set of practice, or role plaing alone, but they want to loot u in gross 🤮.",negative,0,0
5,I really love with this app because it is really help me to evaluate myself more in English ❤,i really love with this app because it be really help me to evaluate myself more in english ❤,positive,2,1
5,I will follow this lesson,i will follow this lesson,neutral,1,1
3,I HONESTLY LOVE THE FEATURE AND VARIOUS LEARNING TOOLS THEY HAVE HERE BUT THE ONLY PROBLEM IS ITS QUITE LAGGY 😭 😭 😭 😭 I CANT USE IT CONSISTENTLY AND HAVE TO OPEN AND CLOSE THE APP AND REFRESH FOR IT TO WORK AND ITS SO HASSLE. PLEASE FIX THE BUG BECAUSE I HONESTLY LOVE YOUR APP<3,i honestly love the feature and various learn tool they have here but the only problem be it be quite laggy 😭 😭 😭 😭 i cannot use it consistently and have to open and close the app and refresh for it to work and it be so hassle. please fix the bug because i honestly love your app<3,negative,0,0
4,The application is very convenient,the application be very convenient,positive,2,1
3,slightly less vocabulary,slightly less vocabulary,neutral,1,1
1,Application too slow,application too slow,negative,0,0
4,Why is it that I don't study for a while?,why be it that i do not study for a while?,negative,0,0
5,I came from the backstage MV Tung here,i come from the backstage mv tung here,neutral,1,1
5,I feel very pure,i feel very pure,positive,2,1
5,"I think this software has succeeded in promoting the learning spirit of students because I have known this software for a long time and compared to the first time, the last time when I downloaded it to my phone, I was overwhelmed because the interface and layout were so beautiful and increasingly rich content. When using, I feel like I am playing a game, not studying.","i think this software have succeed in promote the learn spirit of student because i have know this software for a long time and compare to the first time, the last time when i download it to my phone, i be overwhelm because the interface and layout be so beautiful and increasingly rich content. when using, i feel like i be play a game, not studying.",positive,2,1
5,nice app but I think it would be free of cost like cake app. anyway better app,nice app but i think it would be free of cost like cake app. anyway good app,positive,2,1
1,Why does this app have to pay for z,why do this app have to pay for z,negative,0,0
5,It's great it helps me learn better pronouncing and tells me my mistakes,it be great it help me learn good pronouncing and tell me my mistake,positive,2,1
1,am think about you,be think about you,neutral,1,1
3,they not correct our grammar immediately.. having a conversation without knowing our grammar correct or not.. not good for worker who want to improve english conversation.. for me other apps are better,they not correct our grammar immediately. have a conversation without know our grammar correct or not. not good for worker who want to improve english conversation. for me other apps be well,negative,0,0
5,Cool and nice,cool and nice,positive,2,1
1,"The app is boring, each login problem is also troublesome, or out of the account, sometimes the login is extremely troublesome. Vote 1 star !!!","the app be boring, each login problem be also troublesome, or out of the account, sometimes the login be extremely troublesome. vote 1 star!",negative,0,0
5,"I once had chances to take advantage of this tool to serve my educational purposes. Honestly speaking, I used to have that fear of communicating in other languages, afraid that no one can understand you because of your inaudible pronunciation. Thanks to this app, I know that my pronunciation is actually not that bad though, And I can learn things and fix my errors.","i once have chance to take advantage of this tool to serve my educational purposes. honestly speaking, i use to have that fear of communicate in other languages, afraid that no one can understand you because of your inaudible pronunciation. thanks to this app, i know that my pronunciation be actually not that bad though, and i can learn thing and fix my errors.",neutral,1,1
5,So like this app,so like this app,neutral,1,1
4,Use OK but my htc or ask the tus owner to reduce the capacity,use ok but my htc or ask the tus owner to reduce the capacity,neutral,1,1
5,Good for now if I feel better maybe I'll pay for it,good for now if i feel well maybe i will pay for it,positive,2,1
1,The dictionary dictionary of the app still can't hear,the dictionary dictionary of the app still cannot hear,negative,0,0
5,"Before I downloaded this apps, my English level is very worst or we called it Elementry level ( Beginners level). After I used it this apps my progress were improved day by day and right now my English level is Intermediate level (B1/B2). If you don't mind can you notice my English level with this statement. Thanks for whom created Elsa Apps.","before i download this apps, my english level be very bad or we call it elementry level beginner level . after i use it this apps my progress be improve day by day and right now my english level be intermediate level b1/b2 . if you do not mind can you notice my english level with this statement. thanks for whom create elsa apps.",neutral,1,1
5,Loading for a long time,load for a long time,neutral,1,1
5,"Greatly helped by this application. Which was hard to find a partner to speak in English without shame, with this confidence rose 1000%. Thanks Elsa!","greatly help by this application. which be hard to find a partner to speak in english without shame, with this confidence rise 1000%. thanks elsa!",positive,2,1
3,pretty nice but need a little bit more,pretty nice but need a little bit more,positive,2,1
5,Obviously it is an fantastic IELTS app. I using this app very smoothly. everyone can try to Elsa. thank you...,obviously it be an fantastic ielts app. i use this app very smoothly. everyone can try to elsa. thank you.,positive,2,1
1,Stupid app,stupid app,negative,0,0
5,best app speaking,best app speaking,positive,2,1
5,nyce app,nyce app,neutral,1,1
1,I saw Clone Acc coming in praise too much. Blatant fraud. Give 1 star denouncing with CHPlay.,i saw clone acc come in praise too much. blatant fraud. give 1 star denounce with chplay.,negative,0,0
1,"The devs only want money, they don't care about you","the devs only want money, they do not care about you",negative,0,0
1,"Absolutely useless app. I gave this app another person with beginner English level, and this person read with pauses, mispronounced almost each word, made stress on wrong syllables. And how do you think, what the result of this test was? 80% native speaker! This is silly, this app doesn't work. I see many likes here, but it's because all these people feels themselves a great English speakers (and it is not truth). The only thing that works, you can compare your phrases with native speaker (the app record each your attempt and you can hear yourself). But you can do the same without this app, just use youtube and sound recorder from your phone (and do it for free, without premium subscription, that you need for using of this app).","absolutely useless app. i give this app another person with beginner english level, and this person read with pauses, mispronounce almost each word, make stress on wrong syllables. and how do you think, what the result of this test was? 80% native speaker! this be silly, this app do not work. i see many like here, but it be because all these people feel themselves a great english speaker and it be not truth . the only thing that works, you can compare your phrase with native speaker the app record each your attempt and you can hear yourself . but you can do the same without this app, just use youtube and sound recorder from your phone and do it for free, without premium subscription, that you need for use of this app .",negative,0,0
5,very good app 💚 💚 💚,very good app 💚 💚 💚,positive,2,1
5,I m rating it before using the app,i m rating it before use the app,neutral,1,1
5,Blah blah blah song is good,blah blah blah song be good,neutral,1,1
5,The app is very good for children or those who are learning English is too good,the app be very good for child or those who be learn english be too good,positive,2,1
4,"this app is excellent, but problem is that it's to expensive. I strongly recommend this application to everyone.","this app be excellent, but problem be that it be to expensive. i strongly recommend this application to everyone.",positive,2,1
5,really effective for beginners. it helps a lot..,really effective for beginners. it help a lot.,positive,2,1
1,It has to be a way to control trial apps on Google playstore.,it have to be a way to control trial apps on google playstore.,neutral,1,1
4,vikey dinesh 6th and then again at a,vikey dinesh 6th and then again at a,neutral,1,1
5,Who come here cause daniel hauer videos,who come here cause daniel hauer video,neutral,1,1
5,ı like this application a lot. It is very useful,ı like this application a lot. it be very useful,positive,2,1
5,a wondedful app an amazing experiance,a wondedful app an amazing experiance,positive,2,1
5,This app give me knowledge of English speaking.,this app give me knowledge of english speaking.,neutral,1,1
5,This app is very fantastic,this app be very fantastic,positive,2,1
3,"App uses ok but many times download lessons, many lessons also catch money. Hope the manufacturer fixes it","app us ok but many time download lessons, many lesson also catch money. hope the manufacturer fix it",neutral,1,1
1,"Beautiful, but not free, and there is also no payment by the contact segment balance.","beautiful, but not free, and there be also no payment by the contact segment balance.",negative,0,0
4,Good app but too limited as forced users to deposit,good app but too limited as forced user to deposit,negative,0,0
5,It's awesome. The Masterpiece awailable on appstore.,it be awesome. the masterpiece awailable on appstore.,positive,2,1
5,It is a very good application that deserves more than five stars. It is very cool,it be a very good application that deserve more than five stars. it be very cool,positive,2,1
1,The application automatically registers for 289k money without the consent of the trader account holder.,the application automatically register for 289k money without the consent of the trader account holder.,negative,0,0
1,"I don't like this app, I removed the app before the 3 -month registration package automatically registered :) I don't know if I have registered that package and I canceled the registration and wishes to be refund a few minutes away but no money is refunded ... I am really frustrated !! Although I have removed the app, the school package is still automatically registered and deducted my money","i do not like this app, i remove the app before the 3 -month registration package automatically register i do not know if i have register that package and i cancel the registration and wish to be refund a few minute away but no money be refunded. i be really frustrated! although i have remove the app, the school package be still automatically registered and deducted my money",negative,0,0
1,No long experience,no long experience,neutral,1,1
1,Tell me that is not free because after 7 days it give a option that update to pro elsa so please reply me,tell me that be not free because after 7 day it give a option that update to pro elsa so please reply me,negative,0,0
5,Worthy vs price,worthy v price,neutral,1,1
5,great app to practice your English,great app to practice your english,positive,2,1
5,I downloaded the app just to tell you that the girl in the Ad says 79% while it's 97% and it's so annoying. Please fix it.,i download the app just to tell you that the girl in the ad say 79% while it be 97% and it be so annoying. please fix it.,negative,0,0
5,Very helpful to keep on track practicing English every day,very helpful to keep on track practice english every day,positive,2,1
1,"Can't record it, always encounter an error 500","cannot record it, always encounter an error 500",negative,0,0
5,Amazing but I don't find british accent here.,amaze but i do not find british accent here.,negative,0,0
5,A very beautiful and useful program I loved ❤️,a very beautiful and useful program i love ❤,positive,2,1
5,"Very helpful, and engaging at the same time. The only problem I have now is that I am done with all the exercises. I need a way to reset the app and start again.","very helpful, and engage at the same time. the only problem i have now be that i be do with all the exercises. i need a way to reset the app and start again.",neutral,1,1
5,Graeat app,graeat app,neutral,1,1
4,It's helping me in converse in english,it be help me in converse in english,neutral,1,1
2,Roleplay loads the sentence for a long time. Although the network is normal. Probably due to the leper app,roleplay load the sentence for a long time. although the network be normal. probably due to the leper app,neutral,1,1
1,It was nice until it wasn't. I had been practicing on the app until one day after the last update I was no longer able to practice anymore. I'm forced to pay to unlock almost every feature. This was my favorite app,it be nice until it wasnt. i have be practice on the app until one day after the last update i be no longer able to practice anymore. i be force to pay to unlock almost every feature. this be my favorite app,neutral,1,1
5,"Very excellent, I advise you to download it","very excellent, i advise you to download it",positive,2,1
3,"The app is essentially great because it really helps you leverage your pronunciation, though I'm giving only 3 stars due to the erroneous choice of removing the review section, it was an useful and helpful tool for we learners, also because the A.I needs some improvements in order to recognize better what we say.","the app be essentially great because it really help you leverage your pronunciation, though i be give only 3 star due to the erroneous choice of remove the review section, it be an useful and helpful tool for we learners, also because the a. i need some improvement in order to recognize good what we say.",positive,2,1
3,Why i have learned Toefl certification for maybe 2 months but i received a Toefl certification tells me that my time lesson is 0 minutes?,why i have learn toefl certification for maybe 2 month but i receive a toefl certification tell me that my time lesson be 0 minutes?,negative,0,0
5,"If there is extra vocabulary, it is good to know.","if there be extra vocabulary, it be good to know.",neutral,1,1
5,"Elsa, why do I study the route of 1 tg and come to BH it continuously to reload 1 lesson 2 of the planet when escaping, there are many other planets that have not been completed because there are still many lessons but these lesson displays the lock and cannot enter","elsa, why do i study the route of 1 tg and come to bh it continuously to reload 1 lesson 2 of the planet when escaping, there be many other planet that have not be complete because there be still many lesson but these lesson display the lock and cannot enter",negative,0,0
3,ok better,ok well,neutral,1,1
5,"The app asked me to log in with a different account, and I did it incorrectly. I'm already a Premium subscriber until June 2026. Can you restore my old account, with my old Premium subscriber? Or something is changed in the App? I don't understand.","the app ask me to log in with a different account, and i do it incorrectly. i be already a premium subscriber until june 2026. can you restore my old account, with my old premium subscriber? or something be change in the app? i do not understand.",negative,0,0
5,"I think the application should distinguish how to read by international transcription or distinguish the position of the word, not to take the word to distinguish, like the word part when I click on how to read the R, it pronounced like the shiver. Hopefully this error will be overcome. Thanks","i think the application should distinguish how to read by international transcription or distinguish the position of the word, not to take the word to distinguish, like the word part when i click on how to read the r, it pronounce like the shiver. hopefully this error will be overcome. thanks",neutral,1,1
4,"Take too much time to start app, i cant learn in recent days","take too much time to start app, i cannot learn in recent day",negative,0,0
5,this is very best app,this be very best app,positive,2,1
5,it is the biggest app to really improve pronunciation and also sounds like an American native I'm still discovering the app but I already like it a lot I highly recommend to buy it and to master the English language,it be the big app to really improve pronunciation and also sound like an american native i be still discover the app but i already like it a lot i highly recommend to buy it and to master the english language,positive,2,1
5,Very very excellent and wonderful ... helps to master the English language,very very excellent and wonderful. help to master the english language,positive,2,1
4,Nice to learn things,nice to learn thing,positive,2,1
1,Paise mang rha he ye to 😂 😂 😂 😂 😂,paisa mang rha he ye to 😂 😂 😂 😂 😂,neutral,1,1
5,This application is good to someone who wants learn about English in the first time,this application be good to someone who want learn about english in the first time,positive,2,1
1,"Bad app they claim trial is free, now they've deducted money from my account thrice, why are you trying to extort us when you know is not free, despite been unsubscribe you still deducted money in my account. SCAMMERS","bad app they claim trial be free, now they have deduct money from my account thrice, why be you try to extort u when you know be not free, despite be unsubscribe you still deduct money in my account. scammer",negative,0,0
5,useful applications for practicing pronunciation in English thank you Elsa Speak,useful application for practice pronunciation in english thank you elsa speak,neutral,1,1
5,This app is just fantastic. It's not need extra definition.,this app be just fantastic. it be not need extra definition.,positive,2,1
4,"useful , especially if you have the paid pronounciatin teaching program","useful, especially if you have the pay pronounciatin teach program",negative,0,0
4,Good use for work,good use for work,neutral,1,1
5,This app is really helpful for improving accents. I love this app.,this app be really helpful for improve accents. i love this app.,positive,2,1
5,Try free,try free,neutral,1,1
5,this is nice,this be nice,positive,2,1
4,exlent app for learn native English eccent,exlent app for learn native english eccent,neutral,1,1
4,Study really well,study really well,positive,2,1
3,"Yo!!! This app is so funny, the ai loves my voice when I make funny sounds 🤣 🤣 🤣. Please fix this 🤣","yo! this app be so funny, the ai love my voice when i make funny sound 🤣 🤣 🤣. please fix this 🤣",neutral,1,1
5,App is charged without thanks,app be charge without thanks,negative,0,0
5,is a very expensive app,be a very expensive app,negative,0,0
5,Great experience up to now! The test really helped understanding where I am in speaking and found commun errors I do...,great experience up to now! the test really help understand where i be in speaking and find commun error i do.,positive,2,1
