score,clean_content,minimal_content,roberta_sentiment
5,It's grate,it be grate,neutral
1,"Terrible, useless app. Fraudulent system. I canceled my subscription 10 minutes after purchase, but they enver paid my refund and kept sending me an automatic email asking for my receipt, which I had sent them 5 times.","terrible, useless app. fraudulent system. i cancel my subscription 10 minute after purchase, but they enver pay my refund and keep send me an automatic email ask for my receipt, which i have send them 5 times.",negative
5,That is great for skills,that be great for skill,positive
5,great bro ... good good good 😁,great bro. good good good 😁,positive
1,Wrost app,wrost app,neutral
1,"Why I Registered a Premium and I Pay with Google Play, but now I need to use Google Account to log in? You for me to use Facebook but can use fb to log in either.","why i register a premium and i pay with google play, but now i need to use google account to log in? you for me to use facebook but can use fb to log in either.",negative
5,Easy apps to learn english... but price is high for me... 😂 😂 😂 😂 😂,easy apps to learn english. but price be high for me. 😂 😂 😂 😂 😂,neutral
5,"Very good, good","very good, good",positive
5,The app is very helpful 👌,the app be very helpful 👌,positive
4,Well it is nice app but what is the purpose,well it be nice app but what be the purpose,neutral
5,This program is just awesome. Thanks,this program be just awesome. thanks,positive
3,"It's a good app but there is to pay, it's not free.","it be a good app but there be to pay, it be not free.",negative
5,it'll help you learn English fast and how to speak the language,it will help you learn english fast and how to speak the language,positive
1,All day advertising,all day advertising,neutral
5,It's very enjoyable l like it very much,it be very enjoyable l like it very much,positive
5,"Better, register Pro is no ads. The Pro package of life is really quite a word, I don't know what the manufacturer makes money when launching such a price and still has to pay for the ads","better, register pro be no ads. the pro package of life be really quite a word, i do not know what the manufacturer make money when launch such a price and still have to pay for the ad",negative
5,How can I have premium but for month? I only see tye annual plan,how can i have premium but for month? i only see tye annual plan,neutral
5,It is helping me with vocsbulary,it be help me with vocsbulary,neutral
5,best experience ever since I've downloaded it and it's free that's great,best experience ever since i have download it and it be free that be great,positive
5,Thanks to developer who made a wonderful application.,thanks to developer who make a wonderful application.,positive
5,"Very Reccector for Those Who Struggle With English Pronounciation !! Unlices Other English App which only provide native audios, this app provide voice recognition and pronounciation mistake detector, yes, it can detect your mistake and explains the reason !! I would want to share it with my friends","very reccector for those who struggle with english pronounciation! unlices other english app which only provide native audios, this app provide voice recognition and pronounciation mistake detector, yes, it can detect your mistake and explain the reason! i would want to share it with my friend",neutral
5,Starting my studies...,start my studies.,neutral
5,Does this application lose money?,do this application lose money?,negative
5,Best app for English learning 👌,best app for english learning 👌,positive
5,this app teach us anything,this app teach u anything,negative
5,Extraordinary,extraordinary,neutral
4,"I want to use Elsa on my phone and iPad, I can only buy 1 key Not so ad","i want to use elsa on my phone and ipad, i can only buy 1 key not so ad",neutral
5,"Stunning App for English Learners! Literally, this app must be in your archive.","stun app for english learners! literally, this app must be in your archive.",neutral
1,Can't see the United States anywhere,cannot see the united state anywhere,negative
5,so great app to ameliorate your language,so great app to ameliorate your language,positive
1,"I bought Premium version in hope that it would help with AI, but it only intensified the slow processing, and it constantly reconnected, like, every 5 seconds? Not even able to capture my voice. Stupid, I paid for a totally useless thing! Can't use it properly after paying!","i buy premium version in hope that it would help with ai, but it only intensify the slow processing, and it constantly reconnected, like, every 5 seconds? not even able to capture my voice. stupid, i pay for a totally useless thing! cannot use it properly after paying!",negative
5,"Best also or very much, and this and that, the other point of the class has climbed up the school's table.","best also or very much, and this and that, the other point of the class have climb up the school table.",neutral
5,I learned this app 5nawm to add more HC in my proficiency,i learn this app 5nawm to add more hc in my proficiency,neutral
5,do you have a if you yes means download this,do you have a if you yes mean download this,neutral
1,The microphone does not catch the sound,the microphone do not catch the sound,negative
4,"I do not evaluate this app because I can go from TFLAT to read and find words, but when reading in the app is never right. Do not understand why. Or the app wants to make users feel bored with the user. After that, I could not log in because it was too long to log in and buy another course.","i do not evaluate this app because i can go from tflat to read and find words, but when reading in the app be never right. do not understand why. or the app want to make user feel bore with the user. after that, i could not log in because it be too long to log in and buy another course.",negative
2,Any application must be deposited,any application must be deposit,neutral
4,Wonderful Program 💜 💜 💜 💜,wonderful program 💜 💜 💜 💜,positive
5,Its Adictive,it be adictive,neutral
5,or grasp,or grasp,neutral
1,"VISA has been deducted for the free period of 5 Jordanian dinars. Why is it free how can it be restored, please reply quickly","visa have be deduct for the free period of 5 jordanian dinars. why be it free how can it be restored, please reply quickly",negative
5,The application is very good for beginners to learn English,the application be very good for beginner to learn english,positive
4,How to guide mouth -shaped mouth to pronounce very well,how to guide mouth -shaped mouth to pronounce very well,neutral
5,Good for learning new vocabulary and practice speaking.,good for learn new vocabulary and practice speaking.,positive
5,It is a good app for speaking,it be a good app for speaking,positive
5,This game is very useful I like this app and it is nice app 👍 👍 👍,this game be very useful i like this app and it be nice app 👍 👍 👍,positive
5,Good tool !,good tool!,positive
5,"Thank you, very helpful for me to learn English","thank you, very helpful for me to learn english",positive
5,Great 💪,great 💪,positive
1,"I paid for one year to learn with this app and recently I discovered that the phrases what I said incomplete this app approved me as an ""excellent"" 😒 I really understand to learn very well needed learn with a human.","i pay for one year to learn with this app and recently i discover that the phrase what i say incomplete this app approve me as an ""excellent"" 😒 i really understand to learn very well need learn with a human.",negative
5,"Very interesting, very standard sound","very interesting, very standard sound",positive
5,Huhh likes to be the same as the Apk Elsa so tmbh Bgus DH Speak English,huhh like to be the same as the apk elsa so tmbh bgus dh speak english,neutral
3,Still a bit difficult,still a bit difficult,negative
5,I've been looking for this.,i have be look for this.,neutral
5,Tuyet and or English learning,tuyet and or english learning,neutral
5,"Very recommended to try, very helpful","very recommended to try, very helpful",positive
3,it's very easy and good,it be very easy and good,positive
5,Omg.... I really like this app This will help me in my English pronunciation exam..,omg. i really like this app this will help me in my english pronunciation exam.,positive
5,amazing I love this app,amaze i love this app,positive
4,This is the very diffrent apps i have used ever.,this be the very diffrent apps i have use ever.,negative
4,"Elsa is very helpful to me, helping me to pronounce better but there is more change than the previous day I used it, not as convenient as before","elsa be very helpful to me, help me to pronounce well but there be more change than the previous day i use it, not as convenient as before",neutral
1,This is not effective and not helping my kid in improving his language skill,this be not effective and not help my kid in improve his language skill,negative
5,Good for now if I feel better maybe I'll pay for it,good for now if i feel well maybe i will pay for it,positive
5,Oki a like app,oki a like app,neutral
5,It's Perfect for Everyone,it be perfect for everyone,positive
2,"Ui, in the past, Elsa was very ok, but after a few years of not using it, now I came back to see the app very bad, lag was brutally jerked. Every time I open the app to use it for a long time, it will take a long time to enter.","ui, in the past, elsa be very ok, but after a few year of not use it, now i come back to see the app very bad, lag be brutally jerked. every time i open the app to use it for a long time, it will take a long time to enter.",negative
1,Difficulty,difficulty,neutral
5,Exactly from millimeters,exactly from millimeter,neutral
5,Best app ever to improve your pronunciation. Its constantly improving and adding new content.,best app ever to improve your pronunciation. it be constantly improve and add new content.,positive
4,"If there is no school fee, give 5 stars","if there be no school fee, give 5 star",neutral
5,so much-needed for beginning,so much-needed for begin,positive
5,I like me like it,i like me like it,positive
1,App keeps up and upgrade to pay,app keep up and upgrade to pay,neutral
4,"this is a good apps, but free trial is not applicable.","this be a good apps, but free trial be not applicable.",neutral
5,Good application 👍 👍,good application 👍 👍,positive
1,Anil Rajpurohit I didn't like this app because this app is so boring and wasting of our time. so I give only 1 start for this app,anil rajpurohit i do not like this app because this app be so boring and wasting of our time. so i give only 1 start for this app,negative
2,I think the software is not accurate. Remove.ko know if there is any application,i think the software be not accurate. remove. ko know if there be any application,negative
5,"Very helpful in the pronunciation of sentences, applications that are very suitable to start self -taught English in RMH 😁 👍","very helpful in the pronunciation of sentences, application that be very suitable to start self -taught english in rmh 😁 👍",positive
5,"First you will be tested for your speaking process. The most surprising is who this analysis of each word of your pronunciation in there, sound, wind, wind, short sound, long sound, lack of sound. Then how to use the steam column, mouth, tongue to properly pronounce. After that, this AI assistant will follow you throughout, I pronounce 1 word to 15 minutes, the assistant still gently encourages it. The 1.995k package of life is quite economical for 1 amount of gray matter.","first you will be test for your speaking process. the most surprising be who this analysis of each word of your pronunciation in there, sound, wind, wind, short sound, long sound, lack of sound. then how to use the steam column, mouth, tongue to properly pronounce. after that, this ai assistant will follow you throughout, i pronounce 1 word to 15 minutes, the assistant still gently encourage it. the 1. 995k package of life be quite economical for 1 amount of gray matter.",neutral
5,"I like it , but there is no way to pay pro version , cause of the sanctions on Iran","i like it, but there be no way to pay pro version, cause of the sanction on iran",negative
5,nice big help for my English speaking,nice big help for my english speaking,positive
2,"I have recently experienced a long delayed in each exercise in the application, maybe the last month, I have in fact reinstalled the application, and it continues with with the same delayed. It's frustrating, I hope they can do something about it. I'd like to know if it's only me. I have the complete membership for a year but I'd cancel if it continues like this","i have recently experience a long delayed in each exercise in the application, maybe the last month, i have in fact reinstall the application, and it continue with with the same delayed. it be frustrating, i hope they can do something about it. i would like to know if it be only me. i have the complete membership for a year but i would cancel if it continue like this",negative
5,love this app 😍,love this app 😍,positive
5,very very useful 😃 👌 😃 👌 😃 😄 😄 😄,very very useful 😃 👌 😃 👌 😃 😄 😄 😄,positive
5,Like having a private teacher,like have a private teacher,neutral
5,Very helping me in pronouns,very help me in pronoun,neutral
2,"I was studying for a few days naturally today, then it announced I could not study! Click any listening to learn! It turned out to buy it to study !! It turned out to buy. ""","i be study for a few day naturally today, then it announce i could not study! click any listening to learn! it turn out to buy it to study! it turn out to buy. """,negative
5,help you to speak fluently,help you to speak fluently,neutral
5,just start to impove my prononciation.free version is ok for me.,just start to impove my prononciation. free version be ok for me.,neutral
5,Best app for improve English pronunciation.,best app for improve english pronunciation.,positive
5,Study or mn should download,study or mn should download,neutral
2,"This is severe, the night after subscribing to a premium, in the afternoon I want to open the application to cook loading and the canal, can't be accessed ... please fix it immediately ..","this be severe, the night after subscribe to a premium, in the afternoon i want to open the application to cook loading and the canal, cannot be accessed. please fix it immediately.",negative
3,"There should be a meaning of Indonesian language so you know what purpose it is said, later it can say but do not know what the purpose is, in my opinion there must be meaning.","there should be a meaning of indonesian language so you know what purpose it be said, later it can say but do not know what the purpose is, in my opinion there must be meaning.",neutral
5,I'm very impressed with ELSA's ability to recognise my pronunciation and suggest me how to make it better! It can pick up my mistakes pretty well and carefully explain the correct way to pronounce the word. Thank you so much for creating such an impressive application!,i be very impressed with elsas ability to recognise my pronunciation and suggest me how to make it better! it can pick up my mistake pretty well and carefully explain the correct way to pronounce the word. thank you so much for create such an impressive application!,positive
2,"The app itself is perfect for me. But I can not buy your 1 year package (765k , INSIDE your app, it keeps telling me to check selecting country in Google Play, and yes, it is selected - Vietnam). Pls fix it !","the app itself be perfect for me. but i can not buy your 1 year package 765k, inside your app, it keep tell me to check select country in google play, and yes, it be select - vietnam . pls fix it!",negative
2,"I Rarely Use This App, beCause it is to slow Even from Very First Step, Login. After Logining Step, I have to wait for it ""Loading"" Lesson, Each Lesson. The Mood of Learning Fade Away While Waiting.","i rarely use this app, because it be to slow even from very first step, login. after logining step, i have to wait for it ""loading"" lesson, each lesson. the mood of learn fade away while waiting.",negative
5,Oh! I'm amazed because this application is very nice to English learning people.,oh! i be amaze because this application be very nice to english learning people.,positive
5,"Many pronunciation articles, the level suitable for each person's level, beautiful interface, not boring, fast application. A great application! ❤","many pronunciation articles, the level suitable for each person level, beautiful interface, not boring, fast application. a great application! ❤",positive
5,Good and Nice. 😁,good and nice. 😁,positive
1,"Let me ask, when you log in to the account, but only try the 7 -day package, then deducted money?","let me ask, when you log in to the account, but only try the 7 -day package, then deduct money?",neutral
5,Helps native people,help native people,neutral
5,👍 👍 great app,👍 👍 great app,positive
5,"This is a biggest starting for me. My pronounciation is worst but with this app, I have the hope to speak english.","this be a big starting for me. my pronounciation be bad but with this app, i have the hope to speak english.",neutral
5,Good that,good that,positive
5,Elsa speak I a best place to learn inglish....,elsa speak i a best place to learn inglish.,neutral
5,Nice to know about this app. It Help me Improve My English Getting Better.,nice to know about this app. it help me improve my english get better.,positive
5,Superb application to practice my pronounciation.,superb application to practice my pronounciation.,positive
1,Elsa is hard to be happy,elsa be hard to be happy,negative
1,Uh dont even deserve one star worst app ever,uh do not even deserve one star bad app ever,negative
5,Great apps to practice your pronunciation.,great apps to practice your pronunciation.,positive
5,It's good I like that App,it be good i like that app,positive
5,Find more,find more,neutral
4,"very good, but unfortunately there is no meaning","very good, but unfortunately there be no meaning",negative
5,This is for everyone to pronounce the right communication for students to be easy and learn English well,this be for everyone to pronounce the right communication for student to be easy and learn english well,neutral
5,As Vietnamese wrote <3,as vietnamese write <3,neutral
5,very effective and superb lessons,very effective and superb lesson,positive
5,A summit need in beauty,a summit need in beauty,neutral
4,From the gym read. It reported that it was too noisy to read forever,from the gym read. it report that it be too noisy to read forever,negative
5,Very very communicative,very very communicative,neutral
5,Dan bring me to here,dan bring me to here,neutral
5,Very good Application Special Thank Developer,very good application special thank developer,positive
1,I can't download it all the time,i cannot download it all the time,negative
5,"The application is great and fastidious, fastidious in the wrong pronunciation of the screens (advanced). The 7 -day trial cancellation guide -Testing for 7 days on the application and then exit the application into CH Play: -Plist on 3 dots () The left corner on the screen -Granger -Choose the application you want to cancel -At down to select and cancel the registration -registered registration, you can still use 7 days later, all 7 days of self -destruction, no self -deducting money. Similar to other applications on CH Play","the application be great and fastidious, fastidious in the wrong pronunciation of the screen advance . the 7 -day trial cancellation guide -testing for 7 day on the application and then exit the application into ch play -plist on 3 dot the left corner on the screen -granger -choose the application you want to cancel -at down to select and cancel the registration -registered registration, you can still use 7 day later, all 7 day of self -destruction, no self -deducting money. similar to other application on ch play",neutral
4,Good app but a bit expensive,good app but a bit expensive,neutral
5,The app is very useful for practicing speaking English.,the app be very useful for practice speaking english.,positive
3,The app where I read naturally stopped and lost too much uncomfortable,the app where i read naturally stop and lose too much uncomfortable,neutral
5,I'm unable to subscribe monthly package I'm receiving an error msg; your card issuer has been declined the payment. I'm from Pakistan and as per Google play paid app is available in pakistan so why I am facing this issue even my bank confirmed that my international transaction is active.. Is there anyone facing the same issue like me ?? If anyone could help me please help 🙏,i be unable to subscribe monthly package i be receive an error msg your card issuer have be decline the payment. i be from pakistan and as per google play pay app be available in pakistan so why i be face this issue even my bank confirm that my international transaction be active. be there anyone face the same issue like me? if anyone could help me please help 🙏,negative
5,I have learn english,i have learn english,neutral
1,"Make it free . I liked the app . If it is paid , I have no problem to uninstall it. ;p :)","make it free. i like the app. if it be paid, i have no problem to uninstall it. p",neutral
4,Why can't I learn the boot lesson forever 👮 😤 😠,why cannot i learn the boot lesson forever 👮 😤 😠,negative
5,"Click the translation, need to be simpler instead of stroking several times to translate, why not press once and then translate it always","click the translation, need to be simpler instead of stroke several time to translate, why not press once and then translate it always",neutral
3,"Why install on HTC Ultra click the listening button but not hear anything. Has adjusted the volume and also checked, the phone speaker is still normal","why install on htc ultra click the listen button but not hear anything. have adjust the volume and also checked, the phone speaker be still normal",neutral
5,💕 Love it.,💕 love it.,positive
5,Fully satisfied and intrigued so far.,fully satisfy and intrigue so far.,positive
2,"The app load is very slow to check the pronunciation, saying that the language cannot be identified","the app load be very slow to check the pronunciation, say that the language cannot be identify",negative
2,I bought an account but did not continue to study because the software was a bit boring,i buy an account but do not continue to study because the software be a bit boring,negative
5,The application is great. But unfortunately not enough economy to buy Pro version,the application be great. but unfortunately not enough economy to buy pro version,negative
5,Good and very useful applications,good and very useful application,positive
3,"Its giving ""Unknown network error. Please try again later"" It uses to work just fine","it be give ""unknown network error. please try again later"" it use to work just fine",negative
5,You can practice your English in this app,you can practice your english in this app,neutral
1,Do i have to pay tbh no,do i have to pay tbh no,neutral
5,definitely Amazing 💫 🙋🏻‍ ♀,definitely amazing 💫 🙋 ♀,positive
5,tanx a lot,tanx a lot,neutral
1,"Too slowly to load, it makes me feel uncomfortable all times","too slowly to load, it make me feel uncomfortable all time",negative
5,smart apps,smart apps,neutral
4,"Easy to use. I like the voice back to hear myself and compare to Elsa pronunciation. Also, it provides meaning of words","easy to use. i like the voice back to hear myself and compare to elsa pronunciation. also, it provide meaning of word",positive
1,You need to understand there are different accents in the world! I can't pronounce like you because i'm not a regular english speaker!!! WORST APP,you need to understand there be different accent in the world! i cannot pronounce like you because i be not a regular english speaker! bad app,negative
5,Nice beautiful,nice beautiful,positive
5,"I like so much, thanks","i like so much, thanks",positive
2,"why always not responding, I use redmi note 14","why always not responding, i use redmi note 14",negative
1,"I paid for Pro subscription. But my status account is still ""FREE"". I was charged 1249 UAH. But can't use all benefits from Pro subscription","i pay for pro subscription. but my status account be still ""free"". i be charge 1249 uah. but cannot use all benefit from pro subscription",negative
5,but you have to paid,but you have to pay,neutral
5,it's a really useful app for learn pronuntate in english.,it be a really useful app for learn pronuntate in english.,positive
4,I'm blessed to found this app 🌟,i be bless to find this app 🌟,positive
4,I really like it but I am a student who has no talent,i really like it but i be a student who have no talent,neutral
5,Best apps you learn English language,best apps you learn english language,neutral
4,I hope you can speak quickly,i hope you can speak quickly,neutral
1,This app sounds like a robot and it can't even recognize British Sounds lol,this app sound like a robot and it cannot even recognize british sound lol,negative
1,it's so bad 👎 I don't like to give this app a star,it be so bad 👎 i do not like to give this app a star,negative
5,nice the app,nice the app,positive
1,The application is good but 85+% of lessons are lucked and need to be pro to unlock them.,the application be good but 85+% of lesson be lucked and need to be pro to unlock them.,neutral
1,Do not be able to say that Huy Ma does not have any designs,do not be able to say that huy ma do not have any design,negative
5,"Through many classrooms and apps, I now feel very respectful Elsa. Only 30 minutes a day, not restrictive, update new songs continuously, continuously according to the trend, then there is a song. Sometimes I want to argue always because I read forever and I think it is not right. A recent argument discovered that I argued with the machine. Reluctantly clicking on the red and yellow letters to leave SA for the only way to read, sometimes the wrong mark is because it does not emphasize the sound. That's it, I mark 5 stars. Thanks Elsa!","through many classroom and apps, i now feel very respectful elsa. only 30 minute a day, not restrictive, update new song continuously, continuously accord to the trend, then there be a song. sometimes i want to argue always because i read forever and i think it be not right. a recent argument discover that i argue with the machine. reluctantly click on the red and yellow letter to leave sa for the only way to read, sometimes the wrong mark be because it do not emphasize the sound. that be it, i mark 5 stars. thanks elsa!",neutral
1,Read it correctly and it said wrong,read it correctly and it say wrong,neutral
3,"Very good error, slow loading","very good error, slow loading",neutral
1,I said that even though it was right. I still went to google for it,i say that even though it be right. i still go to google for it,neutral
5,this is the first time life bust farm,this be the first time life bust farm,neutral
4,nice app for learning but a little expensive.,nice app for learn but a little expensive.,neutral
5,peefect bur with money,peefect bur with money,neutral
5,Nice app ... i like its ... powerful,nice app. i like its. powerful,positive
5,Very gout,very gout,neutral
2,Always failed to calculate the score,always fail to calculate the score,negative
5,is amazing program I liket so much,be amazing program i liket so much,positive
5,excellent platform to practice.,excellent platform to practice.,positive
5,it's more useful ...,it be more useful.,neutral
3,Not able to sign in with email,not able to sign in with email,neutral
5,Capable assessment,capable assessment,neutral
1,Name it something else now!,name it something else now!,negative
1,I bought the ELSA lifetime license and it doesn't allow me to enter ELSA AI. I think that after buying you should not have so many limitations and ask for more money.,i buy the elsa lifetime license and it do not allow me to enter elsa ai. i think that after buy you should not have so many limitation and ask for more money.,negative
5,"I love this app, it's so nice and easy to use.","i love this app, it be so nice and easy to use.",positive
4,greatest speak,great speak,positive
3,It's impossible to get the right pronounciation when you don't have full set of teeth.,it be impossible to get the right pronounciation when you do not have full set of teeth.,negative
5,"Since I did not have a messenger, it was very difficult to learn that my friend showed me this and I had succeeded and my aunt praised English well.","since i do not have a messenger, it be very difficult to learn that my friend show me this and i have succeed and my aunt praise english well.",neutral
4,else is very helpful,else be very helpful,positive
1,Every 9-10 pm is the app that the error cannot be read or finished reading without calculating the score,every 9-10 pm be the app that the error cannot be read or finish reading without calculate the score,negative
5,Trengendously use,trengendously use,neutral
3,Use full app,use full app,neutral
2,"Freaking slow i swear, takes ages everytime operating the app for checking whatever i don't know. Very discomfort experience","freak slow i swear, take age everytime operate the app for check whatever i do not know. very discomfort experience",negative
3,"Are studying very happy to limit the study but want to continue to have money, so this is an app or money online","be study very happy to limit the study but want to continue to have money, so this be an app or money online",neutral
4,"Eye -catching interface, gay interest for learners. Really great","eye -catching interface, gay interest for learners. really great",positive
5,impressive app i never used still now tq,impressive app i never use still now tq,negative
5,Just starting to test school is also ok,just start to test school be also ok,neutral
5,"Best app i could find on practicing accent. highly personalized and accurate. The only thing I miss is the capability to manually add individual words to a personal vocabulary during lessons, for words that i might have pronounced correctly but would like to review in the future.","best app i could find on practice accent. highly personalize and accurate. the only thing i miss be the capability to manually add individual word to a personal vocabulary during lessons, for word that i might have pronounce correctly but would like to review in the future.",positive
3,I said different words then I should and it still says that I am like native. I think it needs a lot of improvement. But on some sentences where I made mistake it worked fine.,i say different word then i should and it still say that i be like native. i think it need a lot of improvement. but on some sentence where i make mistake it work fine.,negative
5,Ok sip,ok sip,neutral
5,just install,just install,neutral
2,Oh. Why automatically deduct my phone money without notifying it. Is it refundable?,oh. why automatically deduct my phone money without notify it. be it refundable?,negative
5,Suitable for people who lose their roots and pronunciation is not standard,suitable for people who lose their root and pronunciation be not standard,negative
1,Easy to use but it's not accurate. It's good for people without basic English skills. So-so. What's even more frustrating is this app charged me without my consent. And my refund was declined.,easy to use but it be not accurate. it be good for people without basic english skills. so-so. what be even more frustrating be this app charge me without my consent. and my refund be declined.,negative
5,I am very thankful,i be very thankful,positive
5,it's really helpful app,it be really helpful app,positive
3,Khutth,khutth,neutral
5,"This app is very useful, or even we can learn the meanings of words.But when I was in level 10, it says internal server error, please do something faster or I can't use the app.","this app be very useful, or even we can learn the meaning of words. but when i be in level 10, it say internal server error, please do something faster or i cannot use the app.",negative
5,I really like the application of the application,i really like the application of the application,positive
5,ok Elsa Speak.Thanks,ok elsa speak. thanks,neutral
5,Very useful but there are still a few small errors.,very useful but there be still a few small errors.,neutral
5,deer,deer,neutral
5,I just love it. I recommend it to everybody. It's the best.,i just love it. i recommend it to everybody. it be the best.,positive
5,l think it good 💯,l think it good 💯,positive
5,"Thank you very much, elsa","thank you very much, elsa",positive
3,How could you end my subscription without even notify me at least send email or something,how could you end my subscription without even notify me at least send email or something,negative
1,Give me back my money..,give me back my money.,neutral
5,Such a useful and interactive app,such a useful and interactive app,positive
3,My guest suggestions are failing again and again 😐,my guest suggestion be fail again and again 😐,negative
5,Particle for Direct Object,particle for direct object,neutral
5,"cool, can understand my English which doesn't have a verb","cool, can understand my english which do not have a verb",neutral
1,I can't enter 👎,i cannot enter 👎,negative
5,"Very ok, they taught Mik to pronounce very well","very ok, they teach mik to pronounce very well",positive
1,Good app but after one certificate you can do nothing and has very less options without premium you beggars for everything you say getting a premium you beggars,good app but after one certificate you can do nothing and have very less option without premium you beggar for everything you say get a premium you beggar,negative
3,"The app is practically useless if you don't pay for a premium membership. Also the interface is quite convoluted, there are so many options here and there that is hard to find where or with what option you should start. Still is the best app to learn how to improve your pronunciation thanks to its speech analysis feature. In summary is a good option if you pay for premium.","the app be practically useless if you do not pay for a premium membership. also the interface be quite convoluted, there be so many option here and there that be hard to find where or with what option you should start. still be the best app to learn how to improve your pronunciation thanks to it be speech analysis feature. in summary be a good option if you pay for premium.",negative
1,mashalla it's a good app to learn how to speak English,mashalla it be a good app to learn how to speak english,neutral
5,Improve my pronunciation,improve my pronunciation,neutral
1,Impression,impression,neutral
3,Difficult for beginners,difficult for beginner,neutral
4,nice instructions are given in this app. Good for self practice,nice instruction be give in this app. good for self practice,positive
1,"I tried to read the word ""cat"" but could not be, the voice was big and small","i try to read the word ""cat"" but could not be, the voice be big and small",negative
1,"The major recent update, broke this useful app and rendered it into a useless one. Slow, buggy and ugly. I regret every penny I paid for it.","the major recent update, break this useful app and render it into a useless one. slow, buggy and ugly. i regret every penny i pay for it.",negative
5,Must download it,must download it,neutral
4,Good App 🙂,good app 🙂,positive
1,"A stupid program that I am pronouncing the word is correct, and it is its work wrong","a stupid program that i be pronounce the word be correct, and it be it be work wrong",negative
5,"Really good, I can speak","really good, i can speak",positive
3,I am enquiring to learn from elsewhere.. thanks Elsa speak,i be enquire to learn from elsewhere. thanks elsa speak,neutral
5,"Over the moon with this app it's awesome you really practice, learn and improve your English. Highly recommended 100% love it so much","over the moon with this app it be awesome you really practice, learn and improve your english. highly recommend 100% love it so much",positive
4,i admire the app,i admire the app,positive
5,its nice because I shows me my mistakes and I enjoy,it be nice because i show me my mistake and i enjoy,positive
5,Very top,very top,neutral
1,Elsa can't hear my voice .what's the problem????,elsa cannot hear my voice. what be the problem?,negative
5,"Thanks to this application, I have 10 English tests","thanks to this application, i have 10 english test",neutral
2,"The first thing I disliked about the ELSA app is that all the notifications and emails come in my native language rather than in english, I'm trying to learn English idiots, why would you keep talking to me in a language different than English? -I turned off notifications from ELSA app and haven't used it whatsoever.","the first thing i dislike about the elsa app be that all the notification and email come in my native language rather than in english, i be try to learn english idiots, why would you keep talk to me in a language different than english? -i turn off notification from elsa app and have not use it whatsoever.",negative
5,One of the best apps to practice pronounciation. Along with that it has a lot of details about pronounciation as well.,one of the best apps to practice pronounciation. along with that it have a lot of detail about pronounciation as well.,positive
3,Why can I not convert the language and do he supports French learning,why can i not convert the language and do he support french learning,neutral
1,This app seems to be ridiculous man ! When i opted for my native language it just get changed inyo it and nothong was in english,this app seem to be ridiculous man! when i opt for my native language it just get change inyo it and nothong be in english,negative
5,I feel very good if free,i feel very good if free,positive
5,i gave it 5star because it was great,i give it 5star because it be great,positive
5,The Elsa Speak app helps me to learn English for 3 months saying that like a foreigner,the elsa speak app help me to learn english for 3 month say that like a foreigner,neutral
1,"The experience makes me very disappointed. Many pronunciation places have not been close. Application of loading a lot, very inconvenient. Not really highlights the skills","the experience make me very disappointed. many pronunciation place have not be close. application of load a lot, very inconvenient. not really highlight the skill",negative
5,Or for 5Sao,or for 5sao,neutral
5,"This app is perfect. I can practice linked sound, sentences, daily conversations, vowels, and search by words with youglish support. More surprisingly, you can even scan image to text. Definitely the best spoken american english app I‘ve ever seen!","this app be perfect. i can practice link sound, sentences, daily conversations, vowels, and search by word with youglish support. more surprisingly, you can even scan image to text. definitely the best spoken american english app i ve ever seen!",positive
4,it's very attractive app I have ever find I mean.. wow ☺️,it be very attractive app i have ever find i mean. wow ☺,positive
5,"wow this is such an amazing app, indeed I am learning from this. thank you very much Elsa,l love you 💕 💕 💕","wow this be such an amazing app, indeed i be learn from this. thank you very much elsa, l love you 💕 💕 💕",positive
4,"Hi admin. I want to buy subscription in a year, but my payment keeps failing. I use gpay by my provider. Any solution for this problem","hi admin. i want to buy subscription in a year, but my payment keep failing. i use gpay by my provider. any solution for this problem",negative
5,Bhot hard,bhot hard,neutral
3,Good and Easy to learn,good and easy to learn,positive
1,This is paid app Can't install this app 3500 yearly fee Can't install,this be pay app cannot install this app 3500 yearly fee cannot install,negative
5,"it's good app, easy to follow the conversation. And you can learn and practice on your convenience .","it be good app, easy to follow the conversation. and you can learn and practice on your convenience.",positive
5,I'm new in app,i be new in app,neutral
1,"Because it is a paid payment, I could not try it.","because it be a paid payment, i could not try it.",negative
1,"It was working fine, but in the last 2 days is awful. It's loading very slow, take a long time to move from one lesson to another and in the middle of the lesson crash and does not recognize what you are saying anymore. Try to restart my phone, delete and reinstal the app, problems persists. Frankly, I am sorry that I paid for the premium","it be work fine, but in the last 2 day be awful. it be load very slow, take a long time to move from one lesson to another and in the middle of the lesson crash and do not recognize what you be say anymore. try to restart my phone, delete and reinstal the app, problem persists. frankly, i be sorry that i pay for the premium",negative
5,for the first ten minutes way worth more than any app.,for the first ten minute way worth more than any app.,neutral
5,nice pronounced to speak well in english style,nice pronounce to speak well in english style,positive
5,This is an amazing app,this be an amazing app,positive
5,very helping me in my English pronunciation,very help me in my english pronunciation,neutral
5,"Why don't have promotion for lifetime in app play store,please I wanted because comfortable pay for me.","why do not have promotion for lifetime in app play store, please i want because comfortable pay for me.",negative
5,"So far, so good! I sound very latina, like I was speaking spanish in english and this has helped a lot","so far, so good! i sound very latina, like i be speak spanish in english and this have help a lot",positive
5,The app very good for all of people,the app very good for all of people,positive
